Order Date,Customer ID,Category,Sub-Category,Sales,Quantity,Discount,Marketing,Sales Compensation,Returned
2013-10-09,EM-1406537,Technology,Accessories,342.08,2,0,0,32.719,FALSE
2013-11-20,JM-152657,Technology,Copiers,450.36,3,0.1,0,61.57,FALSE
2013-03-30,RS-1987027,Technology,Copiers,282.18,2,0,121.32,39.22,FALSE
2015-08-29,MG-176501402,Office Supplies,Supplies,21.81,3,0,5.8887,1.77,FALSE
2014-10-18,FC-142451402,Office Supplies,Appliances,1927.59,7,0,751.7601,274.82,FALSE
2015-11-21,KH-163301406,Technology,Phones,569.99,1,0,170.997,22.74,TRUE
2012-10-30,PF-1916536,Furniture,Furnishings,67,4,0.5,0,7.778,FALSE
2015-11-18,AB-25523,Office Supplies,Storage,272.76,2,0,57.24,23.65,FALSE
2014-03-22,KT-164651402,Office Supplies,Binders,3.168,2,0.8,0,1.25,FALSE
2013-08-28,CB-120251404,Technology,Phones,43.176,3,0.2,15.1116,1.33,FALSE
2012-06-08,ER-1385531,Furniture,Furnishings,110.88,7,0,26.6,8.025,FALSE
2012-10-11,AM-1070548,Office Supplies,Art,243,5,0,104.4,32.4,FALSE
2013-06-07,AG-27087,Office Supplies,Paper,67.44,4,0,12.12,6.66,FALSE
2013-01-22,JO-555061,Technology,Copiers,1519.32,4,0,182.28,85.51,FALSE
2015-06-05,TB-2140055,Office Supplies,Storage,13.992,2,0.4,0,1.523,FALSE
2014-07-15,SW-207551406,Office Supplies,Storage,11.21,1,0,3.363,1.65,FALSE
2012-11-07,AG-1049548,Furniture,Furnishings,85.02,2,0,13.56,8.15,FALSE
2013-10-19,JD-1589582,Office Supplies,Fasteners,18.76,2,0,8.04,1.476,FALSE
2015-12-05,ES-1402045,Office Supplies,Storage,248.022,2,0.1,8.262,8.02,FALSE
2015-11-05,CS-235560,Office Supplies,Art,45.24,4,0,3.96,1.67,FALSE
2014-11-16,JH-1591092,Furniture,Furnishings,216.3,2,0,45.42,29.58,FALSE
2012-01-22,PS-1897064,Furniture,Bookcases,825.36,2,0,338.34,77.08,FALSE
2012-07-18,CA-123101406,Office Supplies,Binders,3.81,1,0,1.8288,1.28,FALSE
2015-08-13,LC-16960102,Office Supplies,Envelopes,103.224,4,0.45,0,15.12,FALSE
2013-07-25,SC-20305139,Office Supplies,Storage,48.15,3,0,4.77,4.91,TRUE
2015-07-07,SE-10110107,Furniture,Bookcases,149.82,1,0,44.94,11.16,FALSE
2012-09-28,AP-109151404,Office Supplies,Storage,62.18,1,0,16.7886,5.67,FALSE
2012-09-27,KH-1669098,Furniture,Furnishings,41.568,2,0.4,0.688,4.626,FALSE
2013-11-16,CC-2220110,Office Supplies,Labels,19.02,2,0,0.72,1.13,FALSE
2015-04-11,ES-1402028,Furniture,Bookcases,338.4,3,0,64.26,23.483,FALSE
2015-08-15,PS-1904545,Office Supplies,Binders,28.38,2,0,5.94,1.72,FALSE
2015-10-30,HG-1496558,Office Supplies,Supplies,38.88,3,0,8.1,1.39,FALSE
2013-10-01,EM-139601402,Office Supplies,Binders,2.992,4,0.8,0,1.2,TRUE
2015-09-16,BT-11305124,Office Supplies,Art,21.825,3,0.5,0,7.17,FALSE
2014-05-28,MG-1814539,Furniture,Furnishings,50.4,3,0,4.02,17.719,FALSE
2012-08-09,JC-1534082,Office Supplies,Art,38.96,2,0,15.16,1.57,FALSE
2014-04-05,DH-3675134,Technology,Machines,31.752,1,0.6,0,5.95,FALSE
2015-07-23,DH-307529,Technology,Machines,49.44,1,0,14.31,3.89,FALSE
2012-12-09,FM-1429059,Office Supplies,Art,112.6755,7,0.27,0,8.89,FALSE
2012-05-22,BW-1111092,Technology,Phones,1272.12,2,0,152.64,70.16,FALSE
2014-12-11,RH-1949559,Office Supplies,Paper,35.616,5,0.47,0,1.81,TRUE
2014-09-30,SS-2041082,Office Supplies,Binders,41.64,6,0,3.72,1.023,FALSE
2012-01-20,MA-79954,Office Supplies,Storage,48.51,1,0,15.51,11.64,FALSE
2013-11-05,MY-1738092,Office Supplies,Storage,30.564,2,0.4,0,9.49,FALSE
2015-06-20,AR-104051406,Office Supplies,Paper,97.82,2,0,45.9754,7.78,FALSE
2015-12-22,DB-1327048,Technology,Accessories,661.32,6,0,118.98,31.87,FALSE
2015-01-23,AH-1058527,Office Supplies,Storage,20.58,2,0,8.22,1.34,FALSE
2013-10-15,TB-21055113,Office Supplies,Storage,888.72,7,0,239.82,33.57,FALSE
2015-08-13,SC-2038027,Office Supplies,Supplies,344.82,7,0,72.24,12.27,FALSE
2013-09-29,PM-1894045,Technology,Phones,1081.71,2,0.15,89.07,196.9,FALSE
2013-11-29,MH-762023,Furniture,Furnishings,49.98,2,0,15.48,8.33,FALSE
2013-11-22,JK-1562528,Furniture,Chairs,537.4,5,0,145,43.447,FALSE
2015-12-23,JL-151301408,Office Supplies,Appliances,59.24,5,0.2,16.291,4.32,TRUE
2013-11-02,VW-2177545,Office Supplies,Storage,147.663,3,0.1,0,10.06,TRUE
2015-01-31,BF-11080120,Office Supplies,Binders,75.75,5,0,10.5,4.58,FALSE
2013-09-04,BD-116208,Furniture,Furnishings,206.4,4,0,99,20.78,FALSE
2014-06-28,PS-190458,Office Supplies,Appliances,1987.32,4,0,337.8,76.75,FALSE
2015-12-27,BP-118595,Office Supplies,Art,13.32,2,0.7,0,1.23,FALSE
2014-03-21,LE-16810120,Office Supplies,Fasteners,30.06,2,0,12,2.45,FALSE
2015-07-15,JL-158351406,Furniture,Furnishings,396.92,5,0.2,148.845,56.31,FALSE
2012-10-24,MM-1792093,Furniture,Chairs,82.76,2,0,8.24,4.372,FALSE
2012-08-23,Co-264095,Office Supplies,Art,26.64,8,0.7,0,1.49,FALSE
2015-09-29,KA-652513,Office Supplies,Art,29.01,1,0,11.88,1.91,FALSE
2014-01-29,JF-15295120,Technology,Accessories,516.9,5,0,72.3,89.38,FALSE
2013-11-22,KA-165257,Technology,Phones,299.295,5,0.1,0,21.44,FALSE
2013-06-11,CC-1243055,Technology,Accessories,68.832,4,0.4,3.392,3.563,FALSE
2015-11-18,YC-2189545,Office Supplies,Appliances,225.828,3,0.1,0,14.53,FALSE
2013-10-09,DP-1310528,Technology,Copiers,285.20844,3,0.002,65.12844,19.446,FALSE
2013-08-31,TA-1138570,Technology,Machines,506.64,2,0,217.8,35.58,FALSE
2014-09-25,NB-1865598,Office Supplies,Fasteners,9.168,2,0.4,0,1.608,FALSE
2012-08-07,BF-1097527,Technology,Copiers,284.94,2,0,2.82,36.21,FALSE
2015-08-06,BN-1147093,Technology,Copiers,161.59616,2,0.002,30.43616,15.04,FALSE
2014-11-27,AA-10315139,Office Supplies,Art,164.7,3,0,29.61,34.69,FALSE
2015-08-08,CC-2100134,Office Supplies,Binders,9.888,2,0.6,0,2.16,FALSE
2015-06-28,SC-2005058,Furniture,Furnishings,205.8,4,0,30.84,72.37,FALSE
2013-08-17,AF-87061,Office Supplies,Supplies,43.47,1,0,2.16,4.96,FALSE
2014-09-06,RD-1993090,Office Supplies,Binders,105.18,2,0,44.16,6.27,FALSE
2015-09-06,ME-1732064,Furniture,Chairs,216.144,3,0.6,0,30.58,FALSE
2012-11-28,MC-172757,Office Supplies,Art,22.815,1,0.1,2.535,1.36,FALSE
2014-12-06,RB-1964554,Furniture,Furnishings,3.768,1,0.7,0,1.2,FALSE
2015-11-14,TT-21220139,Office Supplies,Storage,289.35,5,0,69.3,11.13,FALSE
2013-11-12,JB-1604564,Office Supplies,Binders,30.3,1,0,13.92,3.49,FALSE
2014-06-07,HR-1477045,Office Supplies,Storage,172.692,4,0.1,15.252,9.9,FALSE
2012-04-04,RP-198551408,Office Supplies,Binders,115.36,7,0,56.5264,8.96,FALSE
2012-02-11,SN-2071018,Technology,Copiers,189.93936,2,0.002,81.41936,11.756,FALSE
2015-08-26,NP-1868588,Technology,Phones,304.3776,2,0.17,0,48.01,FALSE
2014-09-02,CD-228095,Office Supplies,Art,3.015,1,0.7,0,1.2,FALSE
2014-02-05,MA-17560124,Office Supplies,Appliances,993.66,4,0.5,0,169.62,FALSE
2013-10-23,RA-192851408,Technology,Phones,11.824,2,0.2,1.0346,3.31,FALSE
2014-09-14,AG-102701402,Furniture,Furnishings,1336.44,14,0,387.5676,28.95,FALSE
2012-12-15,BF-1102059,Office Supplies,Binders,101.094,4,0.17,38.934,23.94,FALSE
2015-05-23,AF-1087027,Office Supplies,Storage,1781.19,9,0,35.37,185.15,FALSE
2014-09-05,PV-1898531,Furniture,Chairs,120.08,1,0,34.82,5.274,FALSE
2014-12-20,SK-19990144,Office Supplies,Appliances,751.2579,3,0.17,144.7479,71.71,FALSE
2014-02-02,SE-201101408,Furniture,Furnishings,18.69,7,0,7.1022,4.15,FALSE
2014-04-11,BT-116801404,Office Supplies,Storage,150.66,9,0,6.0264,12.16,FALSE
2015-06-10,JD-601595,Technology,Copiers,96.408,1,0.7,0,2.75,FALSE
2014-07-12,CC-1210064,Office Supplies,Art,30.24,2,0,10.86,4.19,FALSE
2015-10-02,EB-138401404,Furniture,Chairs,451.152,3,0.2,0,34.16,FALSE
2015-06-10,AF-1088531,Technology,Phones,194.8,4,0,60.32,18.242,FALSE
2013-11-01,ON-1871593,Office Supplies,Supplies,114.8,4,0,19.44,7.599,FALSE
2012-08-26,Co-12640139,Furniture,Furnishings,18.912,2,0.8,0,1.95,FALSE
2014-11-22,PJ-1883528,Technology,Phones,352.44,3,0,59.88,74.96,FALSE
2014-06-15,CV-1280559,Technology,Copiers,1115.7768,4,0.07,311.8968,138.36,FALSE
2012-10-03,JJ-1576045,Technology,Phones,567.528,4,0.15,73.368,40.08,FALSE
2014-01-21,DW-1354018,Technology,Phones,133.584,3,0.6,0,8.144,FALSE
2015-09-29,BE-1133527,Office Supplies,Labels,36.72,3,0,13.14,1.76,FALSE
2014-02-04,IL-1510082,Furniture,Bookcases,153.568,2,0.2,0,11.317,FALSE
2015-09-01,RS-1942045,Office Supplies,Storage,55.296,2,0.1,0,4.37,FALSE
2012-09-20,LB-167355,Furniture,Furnishings,133.344,3,0.4,0,8.105,FALSE
2013-08-06,SV-2081531,Office Supplies,Paper,73.08,7,0,0.7,8.668,FALSE
2015-04-18,SR-204251404,Office Supplies,Binders,12.03,5,0.7,0,2.04,FALSE
2015-04-05,DS-130301406,Office Supplies,Supplies,240.37,1,0,7.2111,49.78,FALSE
2013-11-17,AS-1028539,Technology,Accessories,551.36,8,0,148.8,79.188,FALSE
2012-08-08,CR-12625120,Furniture,Furnishings,207.84,4,0,0,18.11,FALSE
2015-06-17,AB-102551404,Office Supplies,Supplies,16.68,2,0,4.3368,2.58,FALSE
2012-05-04,SC-206958,Technology,Copiers,1047.48,4,0,523.68,90.56,FALSE
2015-03-05,PM-9135117,Technology,Phones,339.18,2,0,67.8,45.86,FALSE
2013-11-16,MC-176051402,Office Supplies,Storage,21.488,2,0.2,1.6116,1.69,FALSE
2015-03-18,ST-20530120,Office Supplies,Envelopes,81.96,4,0,32.76,21.99,FALSE
2015-02-07,CS-1860134,Office Supplies,Fasteners,3.936,1,0.6,0,1.28,TRUE
2012-01-08,DP-1300045,Office Supplies,Art,115.8,5,0.5,0,3.91,FALSE
2015-12-19,BD-1156082,Office Supplies,Supplies,64.44,3,0,27.66,2.75,FALSE
2014-06-19,JF-1535582,Technology,Accessories,683.6,4,0,328.08,35.471,FALSE
2015-11-15,AW-109301402,Office Supplies,Envelopes,15.28,2,0,7.4872,1.58,FALSE
2013-10-31,GH-14485120,Office Supplies,Storage,379.809,3,0.1,0,39.21,FALSE
2015-04-11,ES-1402028,Office Supplies,Storage,268.26,3,0,10.68,23.156,FALSE
2014-06-13,CL-12700144,Technology,Machines,83.664,2,0.17,0,11.38,FALSE
2013-11-05,HD-1478598,Furniture,Tables,187.848,2,0.7,0,11.065,TRUE
2015-06-25,MK-1816045,Office Supplies,Supplies,71.73,3,0,15.75,5.14,FALSE
2015-09-25,KF-162851408,Office Supplies,Art,14.28,4,0,3.7128,2.08,FALSE
2014-03-08,EB-1384045,Technology,Phones,779.28,5,0.15,0,241.34,FALSE
2012-06-07,EM-1381018,Technology,Accessories,89.76,3,0.6,0,1.705,FALSE
2013-11-08,JH-1543051,Office Supplies,Paper,62.4,3,0,13.08,4.065,FALSE
2015-11-11,CG-1252045,Office Supplies,Fasteners,20.7,3,0.5,0,3.18,FALSE
2015-05-13,DB-1336018,Furniture,Furnishings,44.52,3,0,11.52,4.203,FALSE
2013-10-25,CC-1247566,Office Supplies,Fasteners,68.4,5,0,7.5,9.73,FALSE
2015-12-05,NK-18490139,Furniture,Furnishings,70.308,2,0.3,0,9.61,FALSE
2012-04-18,TB-2105545,Office Supplies,Binders,12.57,1,0,1.62,1.33,FALSE
2015-08-11,JW-15955124,Office Supplies,Storage,46.5,4,0.5,0,3.74,FALSE
2015-04-08,VG-217907,Office Supplies,Appliances,152.55,2,0.1,0,35.67,FALSE
2014-12-11,RA-1928531,Furniture,Bookcases,895.18,11,0,152.02,51.74,FALSE
2015-07-19,ML-174101404,Furniture,Chairs,161.568,2,0.2,10.098,14.7,FALSE
2014-09-24,JS-159401406,Office Supplies,Binders,12.201,7,0.7,0,1.08,FALSE
2014-05-21,SC-2084564,Office Supplies,Envelopes,49.08,2,0,21.54,5.22,FALSE
2014-11-09,KS-1630018,Office Supplies,Binders,19.56,6,0,5.28,2.359,FALSE
2014-09-03,LR-169151404,Office Supplies,Art,18.69,7,0,5.2332,1.73,FALSE
2015-11-14,AG-1067564,Office Supplies,Storage,96.714,3,0.4,0,12.74,FALSE
2014-06-06,MG-17890130,Office Supplies,Appliances,445.2369,1,0.17,0,103.2,FALSE
2015-12-02,SL-2015564,Technology,Phones,117.396,3,0.4,0,11.2,FALSE
2013-12-14,RD-1958582,Furniture,Furnishings,87.3,5,0.4,0,5.532,FALSE
2013-06-06,SS-2059045,Furniture,Furnishings,973.35,9,0,106.92,45.59,FALSE
2012-06-01,JG-1580558,Technology,Accessories,976.08,4,0,361.08,51.72,FALSE
2015-11-05,LR-170357,Office Supplies,Paper,39.609,3,0.1,12.249,5.24,FALSE
2015-10-03,Dp-132401408,Office Supplies,Binders,27.36,3,0.7,0,1.78,FALSE
2015-02-19,CV-128051404,Office Supplies,Labels,9.82,2,0,4.8118,2.16,FALSE
2015-04-22,TH-1111547,Office Supplies,Labels,65.4,10,0,19.5,24.09,FALSE
2015-04-09,SU-10665136,Furniture,Chairs,17.757,1,0.7,0,2.68,FALSE
2013-09-11,LD-1685559,Office Supplies,Labels,33.708,5,0.47,0,3.68,FALSE
2014-07-29,DE-325538,Office Supplies,Envelopes,47.82,1,0,10.98,3.98,FALSE
2015-10-06,PO-191951406,Office Supplies,Binders,75.792,3,0.2,25.5798,16.7,FALSE
2014-08-14,AS-1024064,Office Supplies,Storage,110.16,3,0.4,0,9.26,FALSE
2015-03-07,BF-111701404,Office Supplies,Binders,14.976,9,0.2,5.4288,1.67,FALSE
2012-09-01,JP-155205,Furniture,Bookcases,541.44,8,0.4,0,44.298,TRUE
2015-12-16,KM-166601404,Office Supplies,Appliances,54.32,4,0,16.296,6.72,FALSE
2013-08-13,JM-1586564,Office Supplies,Envelopes,283.92,7,0,17.01,38.05,FALSE
2012-01-31,MV-181901402,Office Supplies,Paper,10.56,2,0,4.752,1.2,FALSE
2015-08-08,JW-1607545,Office Supplies,Fasteners,103.14,6,0,39.06,10.1,FALSE
2014-03-27,MV-174851404,Office Supplies,Binders,17.04,3,0.2,5.538,2.93,FALSE
2013-06-14,JP-6135110,Office Supplies,Paper,40.74,2,0,18.72,2.81,FALSE
2015-10-08,Dp-132401408,Furniture,Tables,154.764,3,0.4,0,13.95,FALSE
2012-01-25,LW-1721527,Office Supplies,Paper,98.22,2,0,34.32,3.17,FALSE
2014-11-05,MJ-177407,Office Supplies,Fasteners,40.068,4,0.1,0,3.85,FALSE
2013-02-14,JD-15790144,Technology,Accessories,329.9886,6,0.47,0,36.5,FALSE
2012-12-08,AH-1003082,Furniture,Bookcases,780.608,4,0.2,0,226.629,TRUE
2012-07-06,AS-63095,Office Supplies,Storage,16.407,1,0.7,0,2.73,FALSE
2012-04-07,NM-184451404,Furniture,Tables,99.592,1,0.2,2.4898,4.01,FALSE
2013-11-15,BM-117857,Office Supplies,Art,33.372,3,0.1,7.002,5.95,FALSE
2015-10-28,SH-997595,Technology,Phones,191.205,1,0.7,0,16.25,FALSE
2015-09-26,CT-119951402,Furniture,Chairs,269.97,3,0,51.2943,22.14,FALSE
2014-06-11,NC-1862592,Office Supplies,Binders,97.68,2,0,13.62,10.36,FALSE
2014-11-26,JH-1618059,Office Supplies,Binders,13.3464,2,0.17,3.0264,1.73,FALSE
2014-01-31,MH-745519,Technology,Phones,153.12,1,0,4.59,25.6,TRUE
2012-06-07,CS-119501404,Furniture,Chairs,585.552,3,0.2,73.194,45.52,FALSE
2013-08-14,PO-1885058,Technology,Phones,369.72,3,0,166.32,41.32,FALSE
2015-09-20,AH-10210120,Furniture,Bookcases,394.2,2,0,145.8,28.38,FALSE
2013-06-06,PG-8895134,Technology,Machines,65.592,2,0.6,0,8.22,FALSE
2014-02-27,DK-1289559,Furniture,Chairs,85.5414,2,0.27,11.6814,11.16,FALSE
2015-10-10,NR-1855051,Furniture,Chairs,657.84,6,0,236.76,44.203,FALSE
2015-10-28,KH-1663082,Office Supplies,Binders,34.08,4,0,15.28,3.416,FALSE
2014-08-25,KS-1630048,Office Supplies,Paper,158.94,6,0,28.44,14.38,FALSE
2014-02-08,CV-2295134,Office Supplies,Labels,8.28,2,0.6,0,1.9,FALSE
2013-10-24,AI-1085592,Office Supplies,Storage,49.248,8,0.4,0,2.36,FALSE
2014-11-08,DK-1283593,Furniture,Bookcases,549.48,2,0,203.28,59.933,FALSE
2015-12-24,RP-1927059,Office Supplies,Fasteners,7.3617,1,0.47,0,1.36,FALSE
2013-06-14,JP-6135110,Office Supplies,Storage,108.42,2,0,22.74,9.52,FALSE
2015-06-24,BT-1395108,Furniture,Bookcases,244.08,2,0,56.1,11.93,FALSE
2015-11-17,DG-1330082,Office Supplies,Storage,7.18,1,0,2.86,1.497,FALSE
2013-05-26,JH-543033,Office Supplies,Supplies,26.46,1,0,9.24,1.89,FALSE
2014-09-24,LO-171701,Technology,Phones,1168.44,7,0,443.94,92.34,FALSE
2014-05-24,MP-179657,Furniture,Chairs,348.3,3,0.1,23.22,28,FALSE
2015-02-07,VG-11790134,Office Supplies,Envelopes,19.932,1,0.6,0,1.99,FALSE
2015-08-22,VD-21670130,Technology,Copiers,477.3006,2,0.37,45.4206,39.73,FALSE
2013-09-17,FM-142157,Office Supplies,Binders,8.712,2,0.4,0,1.51,FALSE
2015-09-12,VG-2179045,Office Supplies,Art,126.9,5,0,41.85,26.86,FALSE
2013-05-25,GP-1474058,Office Supplies,Labels,30.12,4,0,3.84,5.44,FALSE
2012-09-29,KE-164205,Office Supplies,Art,70.128,6,0.4,0,3.879,FALSE
2015-06-30,SC-10770134,Furniture,Chairs,51.6,1,0.6,0,5.31,FALSE
2015-11-08,PK-190751406,Office Supplies,Appliances,100.94,7,0,33.3102,5.79,TRUE
2015-08-14,MC-1757548,Office Supplies,Storage,534.357,3,0.1,0,65.5,FALSE
2014-08-12,KN-1645098,Office Supplies,Storage,6.42,1,0.4,0,1.606,FALSE
2014-08-16,JJ-154457,Office Supplies,Paper,30.564,2,0.1,8.124,2.09,FALSE
2014-08-28,TB-210551406,Office Supplies,Paper,81.54,9,0,36.693,6.43,FALSE
2015-02-18,CR-128201402,Office Supplies,Art,175.44,6,0.2,52.632,8.74,FALSE
2015-05-15,ED-388532,Office Supplies,Supplies,31.83,1,0,8.91,1.77,FALSE
2014-10-15,SC-20260144,Office Supplies,Binders,286.0263,7,0.17,99.7563,26.46,FALSE
2012-09-05,BM-1165045,Office Supplies,Binders,33.21,3,0,10.26,2,FALSE
2014-06-12,KH-16360130,Furniture,Chairs,99.3822,2,0.27,13.5822,4,FALSE
2014-09-06,XP-2186548,Office Supplies,Art,79.92,3,0,7.11,1.33,FALSE
2015-06-04,FP-1432045,Office Supplies,Envelopes,78.3,6,0,28.08,7.55,FALSE
2014-11-08,EM-140951404,Office Supplies,Binders,37.44,4,0.2,11.7,3.46,FALSE
2013-11-12,AH-106901408,Technology,Phones,100.792,1,0.2,10.0792,5.96,FALSE
2014-09-20,RE-1945031,Technology,Copiers,382.21404,3,0.002,41.35404,20.789,FALSE
2013-11-14,PJ-188351406,Technology,Accessories,59.9,2,0,23.96,4.4,FALSE
2015-12-23,AA-1031558,Office Supplies,Binders,45.99,3,0,13.32,2.57,TRUE
2014-07-26,RE-194507,Office Supplies,Labels,30.618,3,0.1,1.008,1.05,FALSE
2012-07-26,MW-182207,Technology,Phones,340.443,3,0.1,113.463,53.36,FALSE
2013-12-03,DP-1300064,Office Supplies,Storage,33.75,3,0.4,3.33,2.4,FALSE
2015-05-28,HK-4890134,Technology,Phones,122.496,2,0.6,0,7.47,FALSE
2013-06-01,ES-1402027,Office Supplies,Binders,12.69,1,0,4.92,1.79,FALSE
2012-09-20,PC-1874564,Office Supplies,Art,35.82,3,0,15.03,3.8,FALSE
2014-12-27,CL-270029,Office Supplies,Storage,137.31,1,0,54.9,22.78,FALSE
2015-06-02,BW-110651406,Office Supplies,Storage,324.744,3,0.2,0,44.43,FALSE
2015-12-23,JM-156551404,Office Supplies,Art,4.17,3,0,1.0842,1.37,TRUE
2015-08-25,MA-1756048,Furniture,Bookcases,459.513,3,0.1,30.573,51.84,FALSE
2012-05-10,HD-147851402,Office Supplies,Paper,17.472,3,0.2,5.6784,1.4,FALSE
2013-09-28,JK-520583,Technology,Phones,159.48,2,0,52.62,27.08,FALSE
2013-11-01,ON-1871593,Office Supplies,Labels,50.82,7,0,16.66,2.147,FALSE
2015-06-30,BE-1145555,Furniture,Chairs,33.468,1,0.4,0,4.979,FALSE
2015-11-28,BT-1395147,Office Supplies,Envelopes,42.822,6,0.7,0,6.38,FALSE
2015-01-24,DC-285094,Technology,Phones,636.15,1,0,203.55,35.01,FALSE
2014-01-10,GZ-4470107,Technology,Copiers,142.89,1,0,14.28,28.6,FALSE
2014-08-05,ML-177551408,Furniture,Furnishings,109.8,9,0,46.116,9.82,FALSE
2014-05-17,DO-134351404,Office Supplies,Paper,17.34,3,0,8.4966,1.82,FALSE
2014-06-26,TS-211601406,Office Supplies,Storage,254.352,6,0.2,0,43.03,FALSE
2012-04-13,LR-1691558,Office Supplies,Paper,55.92,2,0,20.64,7.86,FALSE
2015-06-11,CK-12760139,Furniture,Bookcases,449.46,3,0,134.82,56.76,FALSE
2014-04-16,MY-182951402,Office Supplies,Fasteners,8.04,5,0.2,2.9145,1.56,FALSE
2014-08-29,GA-1472564,Office Supplies,Art,30.15,3,0,14.76,1.35,FALSE
2015-01-24,DC-285094,Office Supplies,Binders,6.33,1,0,0.24,1.55,FALSE
2014-04-27,DB-133601406,Furniture,Chairs,434.646,3,0.1,62.7822,26.99,FALSE
2013-11-23,LC-1688527,Office Supplies,Binders,18.09,3,0,0.54,1.44,FALSE
2014-11-01,SJ-10125110,Office Supplies,Paper,22.41,1,0,9.84,1.13,TRUE
2015-09-15,TS-21205139,Technology,Machines,230.88,2,0,99.24,26.06,FALSE
2014-07-17,JD-158951408,Office Supplies,Envelopes,10.2,5,0,4.794,1.82,FALSE
2013-12-04,JD-1579031,Technology,Phones,556.1,5,0,22.2,35.558,FALSE
2013-08-31,BW-1111036,Office Supplies,Fasteners,30.016,4,0.2,8.176,2.277,FALSE
2015-08-07,KF-6285107,Furniture,Bookcases,341.46,2,0,30.72,24.37,FALSE
2012-04-08,CM-12715118,Office Supplies,Envelopes,16.11,3,0.5,0,3.47,FALSE
2015-12-27,VG-2180591,Office Supplies,Storage,928.8,9,0.5,0,36.08,FALSE
2012-08-24,MW-182201404,Technology,Phones,1007.944,7,0.2,75.5958,47.7,FALSE
2014-06-19,AI-85586,Office Supplies,Art,30.21,1,0,4.83,4.14,FALSE
2012-06-20,NW-184001406,Office Supplies,Appliances,44.416,2,0.2,3.8864,1.07,FALSE
2015-10-29,JF-529595,Office Supplies,Binders,14.688,1,0.7,0,1.12,FALSE
2013-06-27,BP-1109545,Office Supplies,Storage,88.128,2,0.1,34.248,4.53,FALSE
2012-06-02,RF-1934527,Furniture,Tables,986.202,3,0.3,0,78.44,FALSE
2015-09-29,CA-1205582,Furniture,Chairs,735.408,3,0.2,82.728,72.862,FALSE
2012-09-13,LW-699038,Office Supplies,Binders,13.02,1,0,4.02,1.97,FALSE
2015-09-26,RF-1984058,Furniture,Chairs,531.48,4,0,21.24,53.55,FALSE
2015-10-28,PV-1898518,Furniture,Bookcases,96.48,1,0,34.72,37.881,FALSE
2013-10-08,PS-1876082,Office Supplies,Storage,95.94,3,0,34.5,22.653,FALSE
2014-01-15,JB-16000102,Office Supplies,Binders,122.4,5,0.15,0,21.71,FALSE
2015-04-17,JH-543052,Office Supplies,Art,28.56,2,0,13.08,2.27,FALSE
2015-12-23,PK-1907528,Office Supplies,Supplies,130,5,0,40.3,8.07,FALSE
2014-09-17,JK-16120120,Office Supplies,Binders,61.8,5,0,6.15,3.45,FALSE
2015-10-03,ND-8370137,Furniture,Bookcases,726.78,2,0,319.74,15.87,FALSE
2014-06-24,TB-2117518,Office Supplies,Storage,5.76,2,0.6,0,1.409,FALSE
2012-03-10,KS-1630051,Office Supplies,Binders,17.52,3,0,5.58,1.413,FALSE
2015-09-17,FM-1429027,Technology,Accessories,190.5,5,0,64.65,21.62,FALSE
2014-09-30,PS-187601404,Office Supplies,Paper,18.97,1,0,9.1056,1.89,FALSE
2014-06-13,SC-207251406,Office Supplies,Storage,226.56,6,0,63.4368,40.25,FALSE
2015-05-07,RD-1966048,Technology,Copiers,881.55,3,0,185.04,105.84,FALSE
2013-11-27,DD-13570120,Office Supplies,Binders,120.42,9,0,45.63,5.18,FALSE
2014-04-29,JO-1528093,Furniture,Furnishings,40.14,3,0,11.22,9.368,FALSE
2013-12-26,TH-21550130,Office Supplies,Labels,17.7921,3,0.47,0,2.06,TRUE
2014-08-02,KW-1643559,Office Supplies,Supplies,51.9453,3,0.47,0,3.64,FALSE
2012-03-15,PF-1912027,Office Supplies,Labels,49.5,6,0,0.36,19.58,FALSE
2014-08-27,HD-14785124,Office Supplies,Envelopes,14.205,1,0.5,0,1.81,FALSE
2012-11-22,DS-1303018,Office Supplies,Storage,138.24,1,0,33.16,8.738,FALSE
2015-12-10,JL-158351408,Office Supplies,Appliances,214.9,5,0,62.321,34.47,FALSE
2014-05-06,AH-104651404,Furniture,Tables,71.088,2,0.2,0,3.92,FALSE
2014-05-16,ML-177557,Office Supplies,Binders,50.166,2,0.1,11.106,6.14,FALSE
2013-06-18,GH-1466548,Technology,Phones,365.25,5,0,116.85,26.47,FALSE
2013-12-20,RC-982557,Office Supplies,Labels,37.44,4,0,0,1.76,FALSE
2015-04-25,DK-128351406,Office Supplies,Appliances,99.28,2,0.2,12.41,37.94,FALSE
2014-08-16,CM-11830139,Office Supplies,Binders,90.9,3,0,41.76,11.55,FALSE
2013-01-24,HE-1480064,Office Supplies,Binders,31.95,3,0,7.92,11.37,FALSE
2015-11-04,DL-129251402,Office Supplies,Storage,52.4,5,0,14.148,6.03,FALSE
2014-09-10,SW-1035069,Technology,Accessories,46.32,1,0,6.93,5.44,FALSE
2015-10-02,MV-1819082,Office Supplies,Paper,147.94,13,0,56.16,15.698,FALSE
2015-12-10,BO-1350117,Office Supplies,Binders,12.69,1,0,5.82,2.35,FALSE
2013-09-25,NP-1868545,Office Supplies,Binders,49.44,4,0,4.92,4.78,FALSE
2014-07-22,TH-2110059,Office Supplies,Appliances,502.0836,2,0.17,0,66.14,FALSE
